"Week";"Status";"GlassID";"treatment"
8;0;"exhaust_particles__0.5__1";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__1";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__1";"exhaust_particles__0.5"
4;1;"exhaust_particles__0.5__1";"exhaust_particles__0.5"
4;1;"exhaust_particles__0.5__1";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
8;1;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
4;1;"exhaust_particles__0.5__2";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
4;1;"exhaust_particles__0.5__3";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
4;1;"exhaust_particles__0.5__4";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__5";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__6";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__7";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__0.5__8";"exhaust_particles__0.5"
8;0;"exhaust_particles__2__1";"exhaust_particles__2"
8;0;"exhaust_particles__2__1";"exhaust_particles__2"
8;0;"exhaust_particles__2__1";"exhaust_particles__2"
8;0;"exhaust_particles__2__1";"exhaust_particles__2"
4;1;"exhaust_particles__2__1";"exhaust_particles__2"
4;1;"exhaust_particles__2__1";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__2";"exhaust_particles__2"
8;0;"exhaust_particles__2__3";"exhaust_particles__2"
8;0;"exhaust_particles__2__3";"exhaust_particles__2"
8;0;"exhaust_particles__2__3";"exhaust_particles__2"
8;0;"exhaust_particles__2__3";"exhaust_particles__2"
8;0;"exhaust_particles__2__3";"exhaust_particles__2"
4;1;"exhaust_particles__2__3";"exhaust_particles__2"
8;1;"exhaust_particles__2__4";"exhaust_particles__2"
8;0;"exhaust_particles__2__4";"exhaust_particles__2"
8;0;"exhaust_particles__2__4";"exhaust_particles__2"
8;0;"exhaust_particles__2__4";"exhaust_particles__2"
4;1;"exhaust_particles__2__4";"exhaust_particles__2"
4;1;"exhaust_particles__2__4";"exhaust_particles__2"
8;0;"exhaust_particles__2__5";"exhaust_particles__2"
8;0;"exhaust_particles__2__5";"exhaust_particles__2"
8;0;"exhaust_particles__2__5";"exhaust_particles__2"
8;0;"exhaust_particles__2__5";"exhaust_particles__2"
8;0;"exhaust_particles__2__5";"exhaust_particles__2"
4;1;"exhaust_particles__2__5";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__6";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__7";"exhaust_particles__2"
8;0;"exhaust_particles__2__8";"exhaust_particles__2"
8;0;"exhaust_particles__2__8";"exhaust_particles__2"
8;0;"exhaust_particles__2__8";"exhaust_particles__2"
8;0;"exhaust_particles__2__8";"exhaust_particles__2"
8;0;"exhaust_particles__2__8";"exhaust_particles__2"
4;1;"exhaust_particles__2__8";"exhaust_particles__2"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__1";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__2";"mix__0.5"
8;0;"mix__0.5__3";"mix__0.5"
8;0;"mix__0.5__3";"mix__0.5"
4;1;"mix__0.5__3";"mix__0.5"
4;1;"mix__0.5__3";"mix__0.5"
4;1;"mix__0.5__3";"mix__0.5"
4;1;"mix__0.5__3";"mix__0.5"
8;0;"mix__0.5__4";"mix__0.5"
8;0;"mix__0.5__4";"mix__0.5"
8;0;"mix__0.5__4";"mix__0.5"
8;0;"mix__0.5__4";"mix__0.5"
8;0;"mix__0.5__4";"mix__0.5"
4;1;"mix__0.5__4";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__5";"mix__0.5"
8;0;"mix__0.5__6";"mix__0.5"
8;0;"mix__0.5__6";"mix__0.5"
8;0;"mix__0.5__6";"mix__0.5"
8;0;"mix__0.5__6";"mix__0.5"
8;0;"mix__0.5__6";"mix__0.5"
4;1;"mix__0.5__6";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__7";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__0.5__8";"mix__0.5"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__1";"mix__2"
8;0;"mix__2__2";"mix__2"
8;0;"mix__2__2";"mix__2"
8;0;"mix__2__2";"mix__2"
8;0;"mix__2__2";"mix__2"
8;0;"mix__2__2";"mix__2"
8;1;"mix__2__2";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__3";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__4";"mix__2"
8;0;"mix__2__5";"mix__2"
8;0;"mix__2__5";"mix__2"
8;1;"mix__2__5";"mix__2"
8;1;"mix__2__5";"mix__2"
8;1;"mix__2__5";"mix__2"
8;1;"mix__2__5";"mix__2"
8;0;"mix__2__6";"mix__2"
8;0;"mix__2__6";"mix__2"
8;0;"mix__2__6";"mix__2"
8;0;"mix__2__6";"mix__2"
8;1;"mix__2__6";"mix__2"
8;1;"mix__2__6";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__7";"mix__2"
8;0;"mix__2__8";"mix__2"
8;0;"mix__2__8";"mix__2"
8;0;"mix__2__8";"mix__2"
8;0;"mix__2__8";"mix__2"
8;0;"mix__2__8";"mix__2"
8;0;"mix__2__8";"mix__2"
8;1;"mix__8__1";"mix__8"
4;1;"mix__8__1";"mix__8"
4;1;"mix__8__1";"mix__8"
4;1;"mix__8__1";"mix__8"
4;1;"mix__8__1";"mix__8"
4;1;"mix__8__1";"mix__8"
4;1;"mix__8__2";"mix__8"
4;1;"mix__8__2";"mix__8"
4;1;"mix__8__2";"mix__8"
4;1;"mix__8__2";"mix__8"
4;1;"mix__8__2";"mix__8"
4;1;"mix__8__2";"mix__8"
8;1;"mix__8__3";"mix__8"
8;1;"mix__8__3";"mix__8"
8;1;"mix__8__3";"mix__8"
4;1;"mix__8__3";"mix__8"
4;1;"mix__8__3";"mix__8"
4;1;"mix__8__3";"mix__8"
8;1;"mix__8__4";"mix__8"
4;1;"mix__8__4";"mix__8"
4;1;"mix__8__4";"mix__8"
4;1;"mix__8__4";"mix__8"
4;1;"mix__8__4";"mix__8"
4;1;"mix__8__4";"mix__8"
8;1;"mix__8__5";"mix__8"
4;1;"mix__8__5";"mix__8"
4;1;"mix__8__5";"mix__8"
4;1;"mix__8__5";"mix__8"
4;1;"mix__8__5";"mix__8"
4;1;"mix__8__5";"mix__8"
8;1;"mix__8__6";"mix__8"
8;1;"mix__8__6";"mix__8"
8;1;"mix__8__6";"mix__8"
4;1;"mix__8__6";"mix__8"
4;1;"mix__8__6";"mix__8"
4;1;"mix__8__6";"mix__8"
4;1;"mix__8__7";"mix__8"
4;1;"mix__8__7";"mix__8"
4;1;"mix__8__7";"mix__8"
4;1;"mix__8__7";"mix__8"
4;1;"mix__8__7";"mix__8"
4;1;"mix__8__7";"mix__8"
8;1;"mix__8__8";"mix__8"
8;1;"mix__8__8";"mix__8"
4;1;"mix__8__8";"mix__8"
4;1;"mix__8__8";"mix__8"
4;1;"mix__8__8";"mix__8"
4;1;"mix__8__8";"mix__8"
8;0;"MP_fibers__0.5__1";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__1";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__1";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__1";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__1";"MP_fibers__0.5"
4;1;"MP_fibers__0.5__1";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;1;"MP_fibers__0.5__2";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__3";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__3";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__3";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__3";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__3";"MP_fibers__0.5"
4;1;"MP_fibers__0.5__3";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__4";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__5";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__5";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__5";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__5";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__5";"MP_fibers__0.5"
4;1;"MP_fibers__0.5__5";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;1;"MP_fibers__0.5__6";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__7";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__0.5__8";"MP_fibers__0.5"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__1";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__2";"MP_fibers__2"
8;0;"MP_fibers__2__3";"MP_fibers__2"
8;0;"MP_fibers__2__3";"MP_fibers__2"
8;0;"MP_fibers__2__3";"MP_fibers__2"
8;0;"MP_fibers__2__3";"MP_fibers__2"
8;0;"MP_fibers__2__3";"MP_fibers__2"
8;1;"MP_fibers__2__3";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__4";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__5";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__6";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__7";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_fibers__2__8";"MP_fibers__2"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__1";"MP_particles__0.5"
8;0;"MP_particles__0.5__2";"MP_particles__0.5"
8;0;"MP_particles__0.5__2";"MP_particles__0.5"
8;0;"MP_particles__0.5__2";"MP_particles__0.5"
8;0;"MP_particles__0.5__2";"MP_particles__0.5"
8;0;"MP_particles__0.5__2";"MP_particles__0.5"
4;1;"MP_particles__0.5__2";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__3";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__4";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__5";"MP_particles__0.5"
8;0;"MP_particles__0.5__6";"MP_particles__0.5"
8;0;"MP_particles__0.5__6";"MP_particles__0.5"
8;0;"MP_particles__0.5__6";"MP_particles__0.5"
8;0;"MP_particles__0.5__6";"MP_particles__0.5"
8;0;"MP_particles__0.5__6";"MP_particles__0.5"
4;1;"MP_particles__0.5__6";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__7";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__0.5__8";"MP_particles__0.5"
8;0;"MP_particles__2__1";"MP_particles__2"
8;0;"MP_particles__2__1";"MP_particles__2"
8;0;"MP_particles__2__1";"MP_particles__2"
8;0;"MP_particles__2__1";"MP_particles__2"
8;0;"MP_particles__2__1";"MP_particles__2"
8;0;"MP_particles__2__1";"MP_particles__2"
